,name,id,address_name,price_limit,Европейская кухня,Паназиатская кухня,Русская кухня,Американская кухня,Грузинская кухня,Постное меню,Вегетарианское меню,Cuisine,price_limit,office_time,reviews_general_rating,reviews_general_review_count
0,"True Meat, мясной ресторан",70000001062607100,"Киевская, 5 к3",2000.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,2000.0,1.35,4.0,61.0
1,"Umami, ресторан паназиатской кухни",70000001041700085,"Киевская, 3",1500.0,0,1,0,0,0,0,0,Паназиатская кухня,1500.0,2.46,3.6,190.0
2,"Империал, кафе-ресторан",5348552841707409,"Смоленская, 1",1300.0,1,1,0,0,1,1,0,Европейская кухня; Японская кухня; Кавказская кухня,1300.0,3.85,4.6,148.0
3,"Peperoni, итальянский ресторан",70000001044123489,"Смоленская, 10",1200.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1200.0,4.01,4.6,289.0
4,"Manneken pis, бельгийский бар-ресторан",70000001037484456,"Московский проспект, 73 к3 лит А",1300.0,1,0,0,0,0,0,0,Европейская кухня; Средиземноморская кухня,1300.0,4.93,4.1,53.0
5,"The kitchen, ресторан",5348553838508619,"Московский проспект, 73",1500.0,1,0,0,0,1,0,0,Грузинская кухня,1500.0,6.79,3.6,116.0
6,"Cocos Lounge, лаундж-бар",70000001064302309,"Парфёновская, 14 к1",3000.0,1,1,0,0,0,0,0,Европейская кухня; Паназиатская кухня; Итальянская кухня,3000.0,8.53,4.9,297.0
7,"Yujin, ресторан",70000001047532423,"Парфёновская, 11 к1",1500.0,0,1,0,0,0,0,0,Японская кухня; Паназиатская кухня; Азиатская кухня; Китайская кухня,1500.0,8.89,4.5,99.0
8,Armonia gastrobar,70000001078828281,"Парфёновская, 9 к2",1500.0,1,0,0,0,1,0,0,Европейская кухня; Авторская кухня; Армянская кухня,1500.0,11.13,4.0,14.0
9,"Чито Гврито, ресторан грузинской кухни",5348552839177045,"Московский проспект, 61",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,11.53,2.9,172.0
10,"Korovabar, ресторан",5348552838481120,"Московский проспект, 97 лит А",2000.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,2000.0,11.78,2.9,46.0
11,"Милано, ресторан",5348552840229785,"Московский проспект, 97 лит А",1200.0,1,0,0,0,0,0,0,Итальянская кухня,1200.0,11.78,3.6,4.0
12,"Чайхона, ресторан",70000001091635999,"набережная Обводного канала, 118 лит С",1500.0,0,1,0,0,0,0,0,Восточная кухня,1500.0,12.34,3.5,66.0
13,"Yujin, ресторан",70000001066228323,"набережная Обводного канала, 118 лит С",800.0,0,1,0,0,0,0,0,Японская кухня; Паназиатская кухня; Азиатская кухня,800.0,12.59,2.7,40.0
14,"Pinzeria by bontempi, ресторан",70000001066228298,"набережная Обводного канала, 118 лит С",900.0,1,0,0,0,0,0,0,Итальянская кухня,900.0,12.62,4.5,164.0
15,"Buana Cafe, ресторан",70000001090087896,"набережная Обводного канала, 118 лит С",1800.0,1,0,0,0,0,0,0,Европейская кухня,1800.0,12.78,4.7,38.0
16,Avenue 55,70000001050842768,"Московский проспект, 55",1000.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Итальянская кухня,1000.0,12.86,4.7,319.0
17,"Мисо, ресторан",5348552839930470,"Московский проспект, 48",700.0,0,1,0,0,0,1,0,Азиатская кухня,700.0,13.28,4.3,214.0
18,"Сациви, ресторан грузинской кухни",70000001007236099,"Малодетскосельский проспект, 30",700.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,700.0,13.58,4.6,99.0
19,"Токио-City, городские рестораны",70000001077228846,"набережная Обводного канала, 118 лит С",900.0,0,1,0,0,0,0,0,Японская кухня,900.0,13.6,4.6,272.0
20,Таверна Греческой кухни,70000001069912122,"7-я Красноармейская улица, 5 лит А",1200.0,1,0,0,0,0,0,0,Средиземноморская кухня; Греческая кухня,1200.0,14.29,4.9,67.0
21,"Crazy hunter, мясной ресторан",70000001006747776,"Расстанная, 2 к1",1500.0,1,0,1,0,0,1,0,Европейская кухня; Русская кухня,1500.0,14.51,4.5,21.0
22,"Cosmos St.Petersburg Olympia Garden, ресторан европейской кухни",5348552838479880,"Батайский переулок, 3а",1300.0,1,0,0,0,0,0,0,Европейская кухня,1300.0,15.9,3.7,6.0
23,"Itameshi, ресторан",70000001092556586,"Ташкентская, 6 к2",2500.0,1,1,0,0,0,0,0,Авторская кухня; Итальянская кухня; Азиатская кухня,2500.0,16.11,4.9,16.0
24,"Оджахури, ресторан грузинской кухни",70000001027419809,"7-я Красноармейская улица, 28-30",1200.0,1,0,0,0,1,1,0,Грузинская кухня,1200.0,16.19,4.6,231.0
25,"Руки ВВерх!, бар",70000001062548514,"Московский проспект, 111",3000.0,1,0,1,1,0,0,0,Европейская кухня; Русская кухня; Американская кухня,3000.0,17.56,4.4,453.0
26,"Sahara, ресторан",70000001055671097,"Прилукская, 15",600.0,1,1,0,0,0,0,0,Европейская кухня; Арабская кухня,600.0,18.28,4.0,25.0
27,"Персоны, ресторан",70000001032288201,"Измайловский проспект, 17",1500.0,1,0,0,0,0,1,0,Европейская кухня; Авторская кухня,1500.0,18.29,4.6,60.0
28,"По бокалам, ресторан",70000001025632279,"Клинский проспект, 9",1500.0,1,0,0,0,1,0,0,Европейская кухня; Кавказская кухня,1500.0,18.84,4.6,171.0
29,"Чуань Сян, ресторан",70000001021159717,"Лиговский проспект, 215",600.0,0,1,0,0,0,0,0,Китайская кухня,600.0,19.34,4.2,46.0
30,"Beer House, сеть баров",5348552841469385,"Бронницкая, 4",1200.0,1,0,0,0,0,1,0,Европейская кухня,1200.0,20.04,4.2,147.0
31,"Кон-коронель, кафе-ресторан",5348552838779181,"Шкапина, 10",1000.0,1,0,1,0,1,0,0,Русская кухня; Армянская кухня; Грузинская кухня,1000.0,20.07,2.7,14.0
32,"See Asia, ресторан азиатской кухни",70000001041820075,"Лиговский проспект, 174",1700.0,0,1,0,0,0,0,0,Китайская кухня,1700.0,20.58,4.4,113.0
33,"The Lark, гастробар",70000001062635304,"Подъездной переулок, 13",1200.0,1,0,0,0,0,0,0,Европейская кухня,1200.0,21.67,5.0,14.0
34,"Галата, ресторан турецкой кухни",5348552838581035,"Лиговский проспект, 162",1500.0,1,1,0,0,0,0,0,Восточная кухня; Халяльная кухня; Турецкая кухня,1500.0,21.79,4.7,639.0
35,"Евразия, рестораны японской и европейской кухни",5348553838863484,"Загородный проспект, 64",1500.0,1,1,0,0,0,1,0,Европейская кухня; Азиатская кухня,1500.0,21.99,4.5,507.0
36,"Город 812, ресторан",70000001090535920,"Державинский переулок, 5 лит Б",500.0,1,1,0,0,0,0,0,Европейская кухня; Восточная кухня; Итальянская кухня,500.0,22.23,4.6,1049.0
37,"Нептун, ресторан",5348552838480706,"набережная Обводного канала, 93а",1000.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1000.0,22.38,5.0,6.0
38,"Nok, ресторан",70000001032474244,"набережная Обводного канала, 130",2500.0,1,0,0,0,0,0,0,Европейская кухня,2500.0,23.05,4.4,16.0
39,"Сытинъ, ресторан",5348552838586051,"Измайловский проспект, 2",1500.0,1,0,1,0,0,0,0,Русская кухня,1500.0,24.1,3.6,31.0
40,"Rozenshteyn, ресторан",70000001057891693,"Розенштейна, 36",1200.0,1,0,0,0,0,0,0,Европейская кухня,1200.0,24.29,4.5,24.0
41,Ofris,70000001096914541,"Измайловский проспект, 5",1600.0,1,0,0,0,1,0,0,Европейская кухня; Авторская кухня; Кавказская кухня,1600.0,24.3,5.0,6.0
42,"Аригато, суши-бар",5348552839783873,"улица Марата, 86",700.0,1,1,0,0,0,0,0,Европейская кухня; Японская кухня; Паназиатская кухня,700.0,24.69,3.9,310.0
43,"Авеню, ресторан",5348552838481111,"Лермонтовский проспект, 43/1",1050.0,1,0,0,0,0,0,0,Европейская кухня,1050.0,25.31,5.0,1.0
44,"F11 sky bar&restaurant, панорамный ресторан",70000001045353237,"Лермонтовский проспект, 43/1",3000.0,0,0,0,0,0,0,0,Авторская кухня,3000.0,25.31,4.3,219.0
45,"Баязет, ресторан восточной кухни",70000001018594295,"набережная реки Фонтанки, 112",1500.0,0,1,0,0,0,1,0,Восточная кухня,1500.0,25.63,4.7,122.0
46,"Dickens, английский паб",5348552838481358,"набережная реки Фонтанки, 108",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,26.6,4.5,194.0
47,"Чито Гврито, ресторан грузинской кухни",70000001021181319,"Загородный проспект, 41-43",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,27.0,3.9,109.0
48,"Tequila-boom, легендарный мексиканский ресторан",5348552838545691,"Вознесенский проспект, 57",1500.0,0,0,0,1,0,1,0,Мексиканская кухня,1500.0,26.55,4.7,217.0
49,"Asiatiq, рамен-бар",70000001033727457,"Вознесенский проспект, 57",900.0,0,1,0,0,0,0,0,Японская кухня; Азиатская кухня,900.0,26.85,4.5,391.0
50,"Le Glamour, ресторан",5348552838480675,"Вознесенский проспект, 44-46",2500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Авторская кухня,2500.0,26.97,4.5,19.0
51,"Чебуречная Салхино, ресторан грузинской кухни",70000001039283589,"Вознесенский проспект, 55",1500.0,1,0,0,0,1,1,0,Грузинская кухня,1500.0,27.17,3.9,73.0
52,"Мангал и гриль, ресторан",70000001032252285,"набережная реки Фонтанки, 92",900.0,1,0,0,0,1,1,0,Европейская кухня; Азербайджанская кухня; Грузинская кухня,900.0,30.19,3.5,103.0
53,"Feromon Group, лаундж-бар",70000001035994827,"Ефимова, 3 лит Ж",1200.0,1,1,0,0,0,1,0,Европейская кухня; Паназиатская кухня; Итальянская кухня,1200.0,30.75,4.9,726.0
54,"Бакинский дворик, ресторан",5348552838550590,"Гороховая, 52",1500.0,1,0,0,0,1,1,0,Европейская кухня; Кавказская кухня; Азербайджанская кухня,1500.0,30.5,4.3,73.0
55,"Porto Maltese, ресторан",70000001007443517,"набережная реки Фонтанки, 81",3000.0,1,0,0,0,0,0,0,Средиземноморская кухня,3000.0,31.97,4.0,26.0
56,"Kwakinn, паб",70000001006491202,"Звенигородская улица, 2",1000.0,1,0,0,0,0,0,0,Европейская кухня,1000.0,29.56,4.1,139.0
57,"Mama roma, ресторан итальянской кухни",70000001044733101,"Гороховая, 50",1000.0,1,0,0,0,0,0,0,Итальянская кухня,1000.0,32.11,4.6,703.0
58,"Тан Жен, ресторан китайской кухни",5348552838534900,"Гороховая, 48",1000.0,0,1,0,0,0,0,0,Китайская кухня,1000.0,32.64,3.8,272.0
59,"Eat Me, ресторан",70000001079581911,"Гороховая, 49 лит Б",1600.0,1,0,0,0,0,0,0,Европейская кухня; Французская кухня; Авторская кухня,1600.0,32.72,4.7,45.0
60,"По-домашнему, ресторан",70000001083025786,"Гороховая, 49 лит Б",1200.0,0,0,0,0,0,0,0,Домашняя кухня,1200.0,32.93,4.8,122.0
61,"Guggenheim, бар",70000001063538532,"Гороховая, 49 лит Б",1200.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1200.0,33.01,4.3,90.0
62,"Евразия, рестораны японской и европейской кухни",70000001034778215,"Ефимова, 2",1200.0,1,1,0,0,0,1,0,Европейская кухня; Азиатская кухня,1200.0,32.91,4.6,1927.0
63,"Ganesha, ресторан индийской и ланкийской кухни",70000001056082026,"Садовая улица, 42",800.0,0,1,0,0,0,0,0,Восточная кухня; Индийская кухня,800.0,32.47,4.9,223.0
64,"Мычара. Огонь и мясо, мясной ресторан",70000001081530751,"Гороховая, 49 лит Б",1100.0,1,0,0,0,0,0,0,Европейская кухня,1100.0,33.15,4.7,110.0
65,Кофейня №1,70000001029876915,"Садовая улица, 44",800.0,1,0,0,0,0,1,0,Европейская кухня,800.0,32.16,4.5,659.0
66,"Чито Гврито, ресторан грузинской кухни",70000001039589147,"Гороховая, 53",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,33.24,3.4,163.0
67,"Asteria, ресторан",70000001064917345,"набережная реки Фонтанки, 71",500.0,1,0,0,0,0,1,0,Европейская кухня,500.0,32.98,1.5,2.0
68,"Mekong, ресторан",70000001050835066,"Садовая улица, 42",1700.0,0,1,0,0,0,0,0,Тайская кухня; Паназиатская кухня; Китайская кухня,1700.0,32.65,4.8,260.0
69,"Perbacco, итальянский рестобар",70000001034475531,"Садовая улица, 51",1200.0,1,0,0,0,0,0,0,Итальянская кухня,1200.0,30.95,4.5,90.0
70,"Пицца у рояля, пиццерия",5348552838529743,"Садовая улица, 53",1500.0,1,0,0,0,0,0,0,Итальянская кухня,1500.0,30.62,4.2,78.0
71,La Piada,70000001064251576,"Садовая улица, 53",1500.0,1,0,0,0,0,0,0,Авторская кухня; Итальянская кухня,1500.0,30.6,4.7,66.0
72,"Азалия, ресторан",5348552839896794,"проспект Римского-Корсакова, 1",600.0,1,0,0,0,1,0,0,Грузинская кухня,600.0,31.41,4.1,63.0
73,"Grill Station, мясной ресторан",70000001025846726,"Московский проспект, 139 к1",2000.0,1,0,0,0,0,0,0,Европейская кухня,2000.0,29.04,4.2,109.0
74,Nuahule,70000001090130326,"Московский проспект, 139 к2",1600.0,1,0,0,0,0,0,0,Европейская кухня,1600.0,29.59,5.0,44.0
75,"Гент. Original Belgian, паб",70000001028275676,"Московский проспект, 139 к1",2000.0,1,0,0,0,0,0,0,Европейская кухня,2000.0,29.79,4.3,109.0
76,"Vino grad, ресторан",70000001032672955,"Московский проспект, 139 к2",1500.0,1,0,0,0,1,1,0,Грузинская кухня,1500.0,29.88,3.2,27.0
77,"Дети на кухне, семейный ресторан и кулинарная школа",70000001067400373,"Решетникова, 12",1200.0,1,1,1,0,0,0,0,Европейская кухня; Русская кухня; Японская кухня,1200.0,30.09,4.6,41.0
78,"Мамамиа, итальянская траттория",70000001038472589,"Варшавская улица, 6 к2",1000.0,1,0,0,0,0,1,0,Итальянская кухня,1000.0,30.53,4.4,53.0
79,"Чито Гврито, ресторан грузинской кухни",70000001017313924,"Московский проспект, 145 лит А",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,32.78,3.7,53.0
80,"Евразия, рестораны японской и европейской кухни",5348552838746666,"Московский проспект, 145",1500.0,1,1,0,0,0,1,0,Европейская кухня; Азиатская кухня,1500.0,32.91,4.4,422.0
81,"Империал, кафе-ресторан",70000001007532953,"Московский проспект, 176",1200.0,1,1,0,0,1,1,0,Европейская кухня; Японская кухня; Кавказская кухня,1200.0,33.53,4.5,73.0
82,"Vino di Vino, итальянский ресторан",5348553838694158,"Московский проспект, 182",2000.0,1,0,0,0,0,0,0,Итальянская кухня,2000.0,34.9,4.8,40.0
83,"Чито Гврито, ресторан грузинской кухни",70000001041964165,"Благодатная улица, 16",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,34.94,3.7,70.0
84,"Соус, ресторан",70000001061286680,"Благодатная улица, 10 ст1 к3",1500.0,1,0,1,0,0,0,0,Русская кухня,1500.0,34.95,3.3,23.0
85,"Фаворит, ресторан",5348552838580102,"проспект Юрия Гагарина, 1",600.0,1,0,1,0,0,1,0,Европейская кухня; Русская кухня,600.0,36.71,3.0,2.0
86,"Chang, ресторан авторской паназиатской кухни",70000001044602257,"Московский проспект, 186",2500.0,0,1,0,0,0,0,0,Азиатская кухня,2500.0,38.71,4.7,239.0
87,"Mozzarella bar, итальянская траттория",5348552838481684,"Московский проспект, 153",1500.0,1,1,0,0,0,0,0,Японская кухня; Итальянская кухня; Азиатская кухня,1500.0,38.87,4.1,42.0
88,"Чито Гврито, ресторан грузинской кухни",70000001007446215,"Кузнецовская, 38",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,39.75,2.9,73.0
89,"Евразия, рестораны японской и европейской кухни",5348552838746667,"Московский проспект, 157",1500.0,1,1,0,0,0,1,0,Европейская кухня; Азиатская кухня,1500.0,41.49,4.0,188.0
90,"ПхалиХинкали, ресторан грузинской кухни",70000001035684248,"Кузнецовская, 22",1350.0,1,0,0,0,1,0,0,Грузинская кухня,1350.0,41.0,4.4,296.0
91,"Кореана, ресторан корейской кухни",70000001096438156,"Варшавская улица, 23 к1",900.0,0,1,0,0,0,0,0,Корейская кухня,900.0,42.33,4.7,683.0
92,"Хаочи, ресторан китайской кухни",70000001076248134,"Кузнецовская, 11",800.0,0,1,0,0,0,0,0,Восточная кухня,800.0,42.37,3.7,51.0
93,"Italy, ресторан",5348552841830696,"площадь Чернышевского, 11",2500.0,1,1,0,0,0,0,0,Европейская кухня; Японская кухня; Итальянская кухня,2500.0,43.91,4.5,251.0
94,"Моя история, рестобар",70000001007411019,"площадь Чернышевского, 2",1000.0,1,1,0,0,0,1,0,Европейская кухня; Восточная кухня,1000.0,44.48,4.3,54.0
95,"Mojo, ресторан азиатской кухни",5348552838560186,"площадь Чернышевского, 11",2000.0,1,1,0,0,0,0,0,Европейская кухня; Японская кухня,2000.0,44.62,4.4,205.0
96,"Чабрец, ресторан",5348552840390515,"Московский проспект, 161",2000.0,1,1,0,0,0,1,0,Европейская кухня; Восточная кухня; Японская кухня,2000.0,45.23,4.7,174.0
97,"Фермер, ресторан",70000001074426386,"Варшавская улица, 23 к4",600.0,1,1,0,0,0,1,0,Европейская кухня; Восточная кухня,600.0,45.04,4.3,43.0
98,"Чито Гврито, ресторан грузинской кухни",70000001023165370,"Варшавская улица, 44а",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,46.12,4.2,110.0
99,"Beer House, сеть баров",5348552840384814,"Варшавская улица, 23 к3",1200.0,1,0,0,0,0,1,0,Европейская кухня,1200.0,47.76,4.5,130.0
100,"Стейк давай, ресторан",70000001031982411,"Фучика, 2 лит А",1200.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня,1200.0,41.0,4.2,179.0
101,"Евразия, рестораны японской и европейской кухни",5348553838861885,"Фучика, 2 лит А",1200.0,1,1,0,0,0,1,0,Европейская кухня; Азиатская кухня,1200.0,42.86,4.5,208.0
102,"Чито Гврито, ресторан грузинской кухни",5348552839177044,"Бассейная улица, 37",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,49.76,3.6,58.0
103,"Che-dor, ресторан с сербским грилем и морепродуктами",70000001022665604,"Московский проспект, 192-194",2500.0,1,0,0,0,0,0,0,Европейская кухня; Сербская кухня; Средиземноморская кухня,2500.0,50.09,4.7,211.0
104,"Тан Жен, ресторан китайской кухни",70000001050208823,"набережная Обводного канала, 46 лит А",800.0,0,1,0,0,0,0,0,Китайская кухня,800.0,26.03,3.8,79.0
105,"Верона, ресторан",70000001060169133,"набережная Обводного канала, 59",1500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Итальянская кухня,1500.0,28.32,4.1,8.0
106,"Квартира №162, уютный ресторан",70000001017392947,"Лиговский проспект, 123а",1000.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Авторская кухня,1000.0,29.22,4.1,93.0
107,"Cocos Lounge, лаундж-бар",70000001053625865,"Социалистическая улица, 21",3000.0,1,1,0,0,0,0,0,Европейская кухня; Паназиатская кухня; Итальянская кухня,3000.0,28.51,4.9,150.0
108,"Uva, ресторан итальянской домашней кухни",70000001062732715,"Социалистическая улица, 21",1500.0,1,0,0,0,0,0,0,Итальянская кухня,1500.0,29.19,4.4,153.0
109,"Чито Гврито, ресторан грузинской кухни",70000001094745706,"Боровая, 11-13",800.0,1,0,0,0,1,0,0,Грузинская кухня,800.0,29.98,3.5,2.0
110,"Palma, ресторан",70000001044373542,"улица Салова, 61",1000.0,1,1,0,0,0,1,0,Европейская кухня; Итальянская кухня; Азиатская кухня,1000.0,37.67,3.6,224.0
111,"Wine. Talks. Food, винный бар",70000001075592945,"улица Салова, 61",1700.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,1700.0,37.53,4.9,49.0
112,"Grasseria breakfast bar, ресторан",70000001045737249,"улица Салова, 61",1200.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,1200.0,37.37,4.7,90.0
113,"Garage, гастропаб",70000001066466919,"Бухарестская улица, 30",1000.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня,1000.0,39.1,4.9,30.0
114,"Киселёк, семейный ресторан",70000001060424615,"Бухарестская улица, 30",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,39.95,4.3,66.0
115,"Liman, кафе",70000001025415302,"улица Марата, 67",1000.0,1,0,0,0,0,0,0,Итальянская кухня,1000.0,29.56,4.3,210.0
116,"Токио-City, городские рестораны",70000001035295672,"Бухарестская улица, 30",900.0,0,1,0,0,0,1,0,Японская кухня; Азиатская кухня; Корейская кухня,900.0,40.84,4.5,524.0
117,"Паскаль, ресторан",70000001007420016,"Разъезжая, 38",1200.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1200.0,33.48,4.8,82.0
118,"Брассери терраса, бар",70000001089291723,"Разъезжая, 38",1200.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1200.0,33.48,5.0,22.0
119,"Добрый Грузин, сеть ресторанов",70000001076218289,"улица Марата, 55/5",800.0,1,0,0,0,1,0,0,Европейская кухня; Грузинская кухня,800.0,31.83,4.6,125.0
120,"La perla, рыбный ресторан от Игоря Мельцера",5348552838496888,"улица Марата, 54/34",2500.0,1,0,0,0,0,0,0,Французская кухня; Средиземноморская кухня,2500.0,33.5,3.7,51.0
121,"Евразия, рестораны японской и европейской кухни",5348552838746662,"Лиговский проспект, 93",1500.0,1,1,0,0,0,1,0,Европейская кухня; Азиатская кухня,1500.0,35.81,4.4,521.0
122,"Вагон-ресторан, кафе",70000001043383696,"Библиотечный переулок, 4 к2 ст1",660.0,1,1,0,0,0,0,0,Европейская кухня; Итальянская кухня; Азиатская кухня,660.0,18.25,3.7,31.0
123,"Амарант, ресторан",70000001019629917,"набережная Обводного канала, 193",800.0,0,0,0,0,1,0,0,Дагестанская кухня,800.0,26.56,3.8,31.0
124,"Кореана, ресторан корейской кухни",70000001096438611,"Рижский проспект, 3Б",1500.0,0,1,0,0,0,0,0,Корейская кухня,1500.0,25.43,4.8,124.0
125,"Саджива дрим, семейный ресторан",70000001087643765,"Лермонтовский проспект, 30",1200.0,1,1,0,0,0,1,0,Европейская кухня; Авторская кухня; Паназиатская кухня,1200.0,27.72,4.7,108.0
126,"Mr. Pinky, ресторан",70000001049501835,"Люблинский переулок, 9",3000.0,0,0,0,0,0,0,0,Авторская кухня,3000.0,29.83,4.3,24.0
127,"Токио-City, городские рестораны",70000001037680201,"площадь Стачек, 9",900.0,0,1,0,0,0,0,0,Японская кухня,900.0,33.87,4.8,657.0
